Site,Timestamp,Status,StateDesc
SPS_A2,2017-07-23 18:11:52,0,STOPPED
SPS_A2,2017-07-23 18:29:16,1,RUNNING
SPS_A2,2017-07-23 18:32:57,0,STOPPED
SPS_A2,2017-07-23 18:50:38,1,RUNNING
SPS_A2,2017-07-23 18:54:35,0,STOPPED
SPS_A2,2017-07-23 19:11:04,1,RUNNING
SPS_A2,2017-07-23 19:15:01,0,STOPPED
SPS_A2,2017-07-23 19:30:49,1,RUNNING
SPS_A2,2017-07-23 19:34:47,0,STOPPED
SPS_A2,2017-07-23 19:51:46,1,RUNNING
SPS_A2,2017-07-23 19:55:59,0,STOPPED
SPS_A2,2017-07-26 08:23:51,1,RUNNING
SPS_A2,2017-07-26 08:28:13,0,STOPPED
SPS_A2,2017-07-26 08:45:22,1,RUNNING
SPS_A2,2017-07-26 08:48:16,0,STOPPED
SPS_A2,2017-07-26 15:03:36,1,RUNNING
SPS_A2,2017-07-26 15:08:13,0,STOPPED
SPS_A2,2017-07-26 15:22:50,1,RUNNING
SPS_A2,2017-07-26 15:27:35,0,STOPPED
SPS_A2,2017-07-27 14:38:10,1,RUNNING
SPS_A2,2017-07-27 14:42:23,0,STOPPED
SPS_A2,2017-07-27 14:56:53,1,RUNNING
SPS_A2,2017-07-27 15:01:37,0,STOPPED
SPS_A2,2017-07-30 01:10:16,1,RUNNING
SPS_A2,2017-07-30 01:14:21,0,STOPPED
SPS_A2,2017-07-30 01:32:00,1,RUNNING
SPS_A2,2017-07-30 01:36:36,0,STOPPED
SPS_A2,2017-07-30 01:51:30,1,RUNNING
SPS_A2,2017-07-30 01:56:31,0,STOPPED
SPS_A2,2017-07-30 02:10:53,1,RUNNING
SPS_A2,2017-07-30 02:14:27,0,STOPPED
SPS_A2,2017-07-30 10:50:51,1,RUNNING
SPS_A2,2017-07-30 10:54:48,0,STOPPED
SPS_A2,2017-07-30 11:15:23,1,RUNNING
SPS_A2,2017-07-30 11:19:20,0,STOPPED
SPS_A2,2017-08-02 13:28:14,1,RUNNING
SPS_A2,2017-08-02 13:32:27,0,STOPPED
SPS_A2,2017-08-02 13:52:14,1,RUNNING
SPS_A2,2017-08-02 13:56:11,0,STOPPED
SPS_A2,2017-08-02 14:14:06,1,RUNNING
SPS_A2,2017-08-02 14:18:04,0,STOPPED
SPS_A2,2017-08-02 14:36:07,1,RUNNING
SPS_A2,2017-08-02 14:40:12,0,STOPPED
SPS_A2,2017-08-02 15:24:22,1,RUNNING
SPS_A2,2017-08-02 15:28:26,0,STOPPED
SPS_A2,2017-08-02 15:47:11,1,RUNNING
SPS_A2,2017-08-02 15:51:24,0,STOPPED
SPS_A2,2017-08-02 16:08:48,1,RUNNING
SPS_A2,2017-08-02 16:13:18,0,STOPPED
SPS_A2,2017-08-02 16:30:10,1,RUNNING
SPS_A2,2017-08-02 16:34:15,0,STOPPED
SPS_A2,2017-08-02 16:51:47,1,RUNNING
SPS_A2,2017-08-02 16:56:09,0,STOPPED
SPS_A2,2017-08-18 10:20:25,1,RUNNING
SPS_A2,2017-08-18 10:24:22,0,STOPPED
SPS_A2,2017-08-18 10:40:04,1,RUNNING
SPS_A2,2017-08-18 10:44:47,0,STOPPED
SPS_A2,2017-08-18 10:59:19,1,RUNNING
SPS_A2,2017-08-18 11:04:04,0,STOPPED
SPS_A2,2017-09-08 11:40:40,1,RUNNING
SPS_A2,2017-09-08 11:44:29,0,STOPPED
